City_Region,ZIP,Population_2021,Median_Household_Income,Percent_Household_Income_Greater_than_100000,Per_Capita_Income,Population_Male,Population_Female,Projected_Population_2026,Employed,Housing_units,Percent_Housing_Occupied,Percent_Family_households,Percent_Never_married,Education_Bachelors_degree
 Wrens,30833,3368,35447.08,0.151,19448.9,0.4846,0.5151,3429,0.529,1783,0.7835,0.612,0.3951,0.1888
 Augusta,30901,16713,22205.61,0.0505,14151.79,0.4714,0.5286,17348,0.4634,7808,0.8062,0.4848,0.4773,0.113
 Augusta,30903,725,33103.43,0.0887,18665.61,0.3462,0.6524,714,0.7692,282,1,0.8262,0,0.6762
 Augusta,30904,25834,34273.2,0.1463,23951.07,0.4592,0.5407,26548,0.6242,11956,0.8532,0.5295,0.4629,0.3002
 Augusta,30905,7774,55425.74,0.2782,22162.67,0.7151,0.2849,7567,0.8922,1045,0.8048,0.8882,0.6901,0.2945
 Augusta,30906,58490,37388.8,0.1061,17761.6,0.4977,0.5023,57429,0.561,23189,0.8306,0.6698,0.4269,0.1155
 Augusta,30907,52044,68833.14,0.3189,34897.57,0.4563,0.5437,52092,0.6364,23366,0.7626,0.6396,0.2929,0.3877
 Augusta,30909,42662,53551.18,0.2034,31126.69,0.4562,0.5438,43034,0.6568,23025,0.7339,0.5497,0.4113,0.3545
 Augusta,30912,98,,0,17536.15,0.6939,0.2959,0,0.0204,0,0,0,0.7449,0
 Abbeville,31001,4463,32288.83,0.0989,11062.05,0.7275,0.2725,4244,0.2015,1344,0.6168,0.7419,0.5001,0.1186
 Adrian,31002,3407,27267.18,0.08,15430.45,0.5172,0.4828,4078,0.5349,1276,0.8229,0.7086,0.3203,0.0704
 Allentown,31003,41,37498.3,0,16819.6,0.6585,0.3171,0,0.8788,37,0.2703,1,0.0909,0.2083
 Bonaire,31005,17869,83176.76,0.4219,34907.56,0.4586,0.5414,18029,0.6535,6580,0.9199,0.8321,0.2161,0.3501
 Butler,31006,4434,32467.43,0.1329,21957.05,0.4434,0.5564,4388,0.5762,2716,0.7784,0.622,0.3774,0.0833
 Byromville,31007,1171,36040.93,0.214,21850.13,0.5722,0.4278,1332,0.3754,518,0.8571,0.6824,0.321,0.0868
 Byron,31008,18370,58499.43,0.2517,27613.21,0.4958,0.5041,18727,0.5756,8034,0.9232,0.6482,0.3086,0.1871
 Cadwell,31009,1144,28736.35,0.1065,18127,0.4816,0.5175,836,0.4638,603,0.7164,0.5764,0.2957,0.1309
 Chauncey,31011,755,62419.28,0.061,26757.98,0.5735,0.4252,667,0.3839,415,0.8289,0.7529,0.1899,0.2086
 Chester,31012,3033,27323.2,0.0471,7815.79,0.6934,0.3063,3117,0.2244,669,0.7294,0.8197,0.5169,0.0767
 Cochran,31014,13049,45505.39,0.1625,19685.4,0.4608,0.5391,12606,0.4716,5627,0.7668,0.6313,0.3878,0.1704
 Cordele,31015,21114,35672.17,0.1484,23162.45,0.4783,0.5216,20361,0.5831,10106,0.7674,0.6401,0.4003,0.1368
 Culloden,31016,2528,48295.69,0.1469,19745.21,0.4252,0.574,3460,0.5144,871,0.7738,0.684,0.2125,0.0845
 Danville,31017,2111,45121.5,0.1799,21802.05,0.5277,0.4718,2561,0.4735,1015,0.6847,0.7022,0.285,0.131
 Davisboro,31018,2729,43459.13,0.1874,11063,0.7999,0.1997,2864,0.2346,522,0.8487,0.4921,0.6216,0.0444
 Dexter,31019,1995,37092.62,0.1899,20647.6,0.3945,0.605,1697,0.6166,890,0.8876,0.6582,0.2023,0.2096
 Dry Branch,31020,1161,26322.96,0,16686.36,0.4548,0.5444,234,0.497,1123,0.5512,0.412,0.0231,0.1086
 Dublin,31021,28231,40790.11,0.1616,22576.02,0.4724,0.5276,28524,0.4912,12159,0.8093,0.6672,0.3701,0.1846
 Dudley,31022,1890,49188.19,0.1615,21055.86,0.4614,0.5381,2176,0.6335,797,0.8156,0.7738,0.2227,0.2179
 Eastman,31023,14392,38857.88,0.1854,21832.76,0.4954,0.5045,14611,0.505,6961,0.765,0.6749,0.2519,0.1702
 Eatonton,31024,20680,53043.69,0.221,30100.59,0.4722,0.5278,21039,0.5361,12502,0.6821,0.7016,0.2636,0.2535
 Elko,31025,503,86660.86,0.5916,54654.16,0.5706,0.4274,0,0.562,340,0.7706,0.6336,0.0984,0.2758
 East Dublin,31027,8173,37029.5,0.1325,21328.59,0.4845,0.5155,6790,0.5272,4798,0.6686,0.6178,0.4308,0.1476
 Centerville,31028,7090,55599.81,0.216,30575.62,0.5034,0.4965,8396,0.637,2890,0.9612,0.7009,0.2859,0.2772
 Forsyth,31029,15896,54205.28,0.3195,30765.64,0.4808,0.5191,14831,0.5582,6403,0.8602,0.5813,0.306,0.2893
 Fort Valley,31030,17466,35401.82,0.1556,20730.3,0.5043,0.4956,16755,0.4597,7762,0.8048,0.6482,0.4586,0.1703
 Gordon,31031,6995,34143.61,0.1337,19189.72,0.4272,0.5727,7939,0.5982,3034,0.8283,0.6267,0.2731,0.1669
 Gray,31032,16146,61937.6,0.2417,26541.58,0.4802,0.5197,17972,0.5516,6264,0.9248,0.7414,0.2401,0.213
 Haddock,31033,1783,61136.05,0.0484,24226.92,0.5805,0.419,1478,0.6932,599,1,0.6895,0.1636,0.1544
 Harrison,31035,938,43165.8,0.1218,21402.41,0.5277,0.4723,459,0.5189,494,0.7976,0.6701,0.2838,0.2313
 Hawkinsville,31036,11755,45097.2,0.2347,23120.37,0.4899,0.5101,10869,0.394,4794,0.8018,0.6623,0.3152,0.151
 Helena,31037,3761,31173,0.1003,12897.9,0.5605,0.4395,2895,0.3664,1678,0.7187,0.7753,0.4496,0.0309
 Hillsboro,31038,342,54277.15,0.1518,27043.08,0.3655,0.6316,2,0.9279,192,0.5833,0.5982,0.2273,0.0611
 Howard,31039,0,,0,,0,0,0,0,0,0,0,0,0
 Ideal,31041,449,29948.3,0.0547,21052.25,0.3207,0.6793,54,0.4685,484,0.4153,0.5622,0.375,0.032
 Irwinton,31042,1176,48469.2,0.2247,27790,0.4966,0.5026,693,0.639,870,0.5575,0.6866,0.4508,0.0867
 Jeffersonville,31044,3352,36925.51,0.1302,22022.22,0.4567,0.5433,3275,0.4381,1419,0.7632,0.65,0.2609,0.2226
 Jewell,31045,9,,0,11658.78,0.1111,0.7778,0,0.6667,11,0.2727,1,0,0
 Juliette,31046,3507,48857.43,0.3084,33649.33,0.5982,0.4018,3984,0.5266,1569,0.9031,0.5646,0.2494,0.1902
 Kathleen,31047,16363,89375.1,0.4385,35897.25,0.5021,0.4979,19636,0.7032,6068,0.9283,0.7958,0.2981,0.3584
 Kite,31049,2078,43641.4,0.1198,18111.4,0.4471,0.5529,2352,0.5824,882,0.7857,0.6926,0.2254,0.1016
 Knoxville,31050,538,41031.27,0.1392,22392.98,0.5651,0.4331,0,0.4357,350,0.78,0.4103,0.2732,0.1547
 Lilly,31051,121,25260.85,0.1,17060.12,0.5372,0.4545,57,0.4538,70,0.5714,1,0.5077,0.1067
 Lizella,31052,8692,65417.02,0.2757,29501.41,0.494,0.5059,8582,0.5951,3374,0.9363,0.7123,0.1779,0.2389
 Mc Intyre,31054,1363,49414.49,0.2443,24922.97,0.5569,0.4417,1009,0.6519,731,0.6553,0.6305,0.3314,0.2239
 Mc Rae,31055,8536,29251.57,0.0616,15491.03,0.6009,0.399,8834,0.3972,3406,0.6004,0.6944,0.5982,0.055
 Marshallville,31057,2209,24268.29,0.1628,20194.66,0.445,0.5546,2302,0.5815,1171,0.7763,0.5523,0.3265,0.181
 Mauk,31058,1742,42738.46,0.0633,20003.25,0.4931,0.5057,2083,0.4538,765,0.9699,0.7102,0.1194,0.1654
 Milan,31060,1381,45782.83,0.3241,28686.58,0.5047,0.4946,552,0.4536,1195,0.5113,0.5876,0.1816,0.2082
 Milledgeville,31061,43043,44214.18,0.1624,22525.81,0.5051,0.4949,42056,0.5663,20594,0.7807,0.5895,0.4159,0.2628
 Milledgeville,31062,485,,0,9929.07,0.9691,0.0289,478,0.0474,21,0,0,0.532,0.0525
 Montezuma,31063,4649,36037.54,0.1327,19556.89,0.4465,0.553,3990,0.5573,2501,0.7561,0.715,0.4069,0.1121
 Monticello,31064,9336,46229.02,0.1512,22075.56,0.475,0.5249,9399,0.4826,4730,0.7564,0.7272,0.1681,0.137
 Montrose,31065,1433,52614.22,0.1389,25134.9,0.5178,0.4815,1933,0.488,654,0.8914,0.6261,0.2583,0.0829
 Musella,31066,1185,66377.22,0.1804,25943.76,0.5477,0.4523,760,0.4936,431,0.8747,0.5968,0.3244,0.0324
 Oconee,31067,250,65751.11,0.3152,25720.54,0.576,0.424,236,0.3602,116,0.7931,0.7609,0.1058,0.0421
 Oglethorpe,31068,5296,32911.79,0.1386,15067.22,0.6958,0.304,5451,0.2929,1758,0.8703,0.6118,0.568,0.0363
 Perry,31069,20307,54204.79,0.212,25883.07,0.5026,0.4974,20568,0.637,8682,0.892,0.7169,0.2964,0.2664
 Pinehurst,31070,1167,74421.27,0.2945,29899.24,0.5321,0.467,1376,0.6282,463,0.9093,0.8076,0.2709,0.1517
 Pineview,31071,1376,39950.86,0.1495,18326.8,0.4244,0.5749,1647,0.5054,543,0.9484,0.5806,0.3756,0.0574
 Pitts,31072,1262,55177.54,0.2649,25489.96,0.6212,0.378,1152,0.6161,648,0.804,0.739,0.254,0.1219
 Rentz,31075,2918,37642.8,0.1228,17834.78,0.5031,0.4966,3043,0.5109,1335,0.7506,0.7385,0.2151,0.0803
 Reynolds,31076,3119,35846.59,0.1045,18733.46,0.5563,0.4434,2876,0.4276,1787,0.7012,0.5299,0.3566,0.175
 Rhine,31077,1434,40745.94,0.0875,21396.97,0.4756,0.5237,1506,0.4849,835,0.7114,0.6313,0.2912,0.1364
 Roberta,31078,2775,30426.35,0.1481,21119.87,0.3654,0.6339,2495,0.3962,1567,0.6981,0.5832,0.3534,0.1084
 Rochelle,31079,2166,38036.84,0.1409,21974.8,0.4026,0.597,2114,0.5556,1185,0.7367,0.6907,0.2312,0.1812
 Rupert,31081,0,29453.49,0,5769.03,0,0,0,0,0,0,0,0,0
 Sandersville,31082,9253,39166,0.1184,23026.66,0.4653,0.5346,8456,0.5058,4760,0.8017,0.7112,0.3063,0.1645
 Scotland,31083,437,32901,0.0076,16343,0.5492,0.4508,526,0.4375,176,0.7443,0.7176,0.3059,0
 Seville,31084,49,31363.18,0,29896.53,0.9796,0,56,0.9184,70,0.5143,0.5278,0,0.2838
 Shady Dale,31085,1226,56988.61,0.1895,22950.72,0.5082,0.4918,1300,0.5881,443,0.9052,0.793,0.3424,0.0583
 Sparta,31087,8436,33158.11,0.1424,17818.26,0.6066,0.3934,7981,0.2477,5526,0.5682,0.6166,0.4693,0.0817
 Warner Robins,31088,59818,62965.1,0.3162,31017.59,0.4678,0.5322,68284,0.7008,23935,0.9323,0.7149,0.3469,0.352
 Tennille,31089,4532,36551.33,0.0574,21149.91,0.4667,0.5333,4389,0.5614,2390,0.8163,0.6909,0.3253,0.0881
 Toomsboro,31090,1285,25851.4,0.0922,30121.71,0.4794,0.5198,1818,0.2988,612,0.7092,0.6682,0.2848,0.092
 Unadilla,31091,3985,37863.66,0.2318,18912.81,0.5782,0.4213,3187,0.3537,1681,0.8007,0.5201,0.3987,0.0933
 Vienna,31092,6966,40793.87,0.1893,25152.06,0.5227,0.4772,6873,0.5826,3518,0.7675,0.7348,0.3638,0.163
 Warner Robins,31093,25787,44474.99,0.1538,22997.77,0.5023,0.4977,21193,0.6104,12616,0.8637,0.6416,0.3294,0.1865
 Warthen,31094,1250,52592.36,0.053,20361.82,0.5136,0.4856,1385,0.4252,646,0.7307,0.8962,0.1987,0.1448
 Wrightsville,31096,6917,41201.21,0.1415,23097.82,0.6112,0.3886,6817,0.5532,3126,0.8317,0.6512,0.4205,0.101
 Yatesville,31097,1600,54813,0.1553,23738.4,0.4788,0.5206,1784,0.498,640,0.8047,0.6796,0.2367,0.1069
 Warner Robins,31098,3714,69586.27,0.2223,25142.19,0.545,0.4548,4067,0.7719,1100,0.9527,0.7748,0.3447,0.3449
 Macon,31201,7877,23744.67,0.132,20802.54,0.5423,0.4575,7196,0.4445,4336,0.7532,0.252,0.613,0.2694
 Macon,31204,29993,34953.44,0.1379,20814.97,0.4176,0.5824,30446,0.5372,15140,0.7663,0.5274,0.4151,0.2531
 Macon,31206,23645,28755.61,0.1231,17817.59,0.4585,0.5415,18455,0.5952,11511,0.78,0.5636,0.5032,0.0968
 Macon,31207,1083,,0,3101.68,0.4691,0.5291,1068,0.5836,1,0,0,0.9972,0.9286
 Macon,31210,35430,63050.28,0.3061,41006.24,0.4744,0.5256,37455,0.6164,15660,0.9262,0.5986,0.3559,0.4809
 Macon,31211,14898,35427.47,0.1431,24651,0.4909,0.5091,13751,0.5293,7783,0.8226,0.5331,0.4038,0.209
 Macon,31213,0,,0,,0,0,0,0,0,0,0,0,0
 Macon,31216,17076,61955.78,0.2505,26105.63,0.5289,0.4711,17520,0.5269,6454,0.9427,0.795,0.2828,0.1697
 Macon,31217,15627,33261.45,0.0809,17114,0.4643,0.5357,13550,0.4813,7345,0.7941,0.6383,0.3997,0.088
 Macon,31220,15865,63580.51,0.327,34520.91,0.4616,0.5384,18184,0.662,6562,0.9105,0.673,0.2915,0.3312
 Allenhurst,31301,3141,39104.97,0.1539,24914.22,0.5664,0.4336,1925,0.7019,2306,0.7524,0.3977,0.5096,0.1349
 Bloomingdale,31302,6994,53785.6,0.1792,27691.4,0.4884,0.5114,5167,0.6326,3681,0.9261,0.5817,0.2295,0.1381
 Clyo,31303,2896,75092.33,0.3623,26873.94,0.4282,0.5715,3437,0.7696,1031,0.9049,0.8135,0.3916,0.1384
 Crescent,31304,35,,0,,1,0,70,1,187,0.1872,0,0,0
 Darien,31305,4499,43496.28,0.1129,25775.46,0.4919,0.5079,1932,0.5386,2945,0.7851,0.6791,0.2685,0.1812
 Eden,31307,808,76640.35,0,24756.4,0.7785,0.2215,513,0.8745,412,0.6384,0.981,0.48,0.3235
 Ellabell,31308,6897,50444.01,0.1865,24510.37,0.5014,0.4985,6341,0.6494,3203,0.8854,0.6548,0.2616,0.0764
 Fleming,31309,916,37226,0,16775.8,0.4279,0.571,1004,0.234,456,0.9649,0.65,0.1874,0.0212
 Guyton,31312,23244,80398.69,0.4174,31200.86,0.497,0.5029,28786,0.6815,8071,0.9512,0.7718,0.2254,0.1946
 Hinesville,31313,40049,49928.54,0.1442,22910.81,0.4848,0.5152,38791,0.6646,19150,0.8511,0.7042,0.2877,0.1806
 Fort Stewart,31314,1650,,0,24284.03,0.9158,0.083,1703,0.9994,0,0,0,0.943,0.0725
 Fort Stewart,31315,7503,42007.57,0.0568,17002.36,0.543,0.4569,6688,0.7144,3240,0.7883,0.8904,0.0486,0.201
 Ludowici,31316,15045,61942.87,0.2094,23093.55,0.4826,0.5174,17884,0.5921,5341,0.8467,0.7594,0.2076,0.2197
 Meldrim,31318,426,61426.43,0.0824,23538.47,0.7324,0.2653,400,0.6886,93,0.914,0.5412,0.5877,0
 Midway,31320,7267,55029.92,0.2534,27142.02,0.4878,0.512,6008,0.5665,4024,0.7286,0.6777,0.3093,0.1975
 Pembroke,31321,8207,43186.4,0.1482,19800.2,0.4969,0.503,9237,0.5211,3178,0.8364,0.8905,0.3912,0.0825
 Pooler,31322,27136,85199.41,0.4649,36833.47,0.4731,0.5269,29753,0.7795,10156,0.9898,0.7149,0.3065,0.348
 Riceboro,31323,1196,43013.13,0.0493,25590.79,0.5008,0.4992,1132,0.4887,676,0.9009,0.5764,0.2874,0.0956
 Richmond Hill,31324,28826,87940.81,0.4369,35683.57,0.5074,0.4925,34060,0.6879,10634,0.9468,0.7877,0.2418,0.4171
 Rincon,31326,21355,67252.4,0.343,31348.03,0.4879,0.512,22795,0.683,8548,0.9663,0.6828,0.2597,0.2512
 Sapelo Island,31327,204,,0.3521,52957.95,0.4216,0.5735,200,0.0539,272,0.5221,0.5211,0.1176,0.6127
 Tybee Island,31328,3596,83705.3,0.4957,48866.87,0.5453,0.4547,3736,0.5771,3671,0.4127,0.6297,0.2311,0.5851
 Springfield,31329,10857,51210.8,0.1521,39768.69,0.507,0.493,12234,0.5608,4148,0.9224,0.6647,0.258,0.2267
 Townsend,31331,9485,62652.67,0.2166,28321.11,0.5166,0.4834,12273,0.5807,6241,0.6539,0.6829,0.2606,0.1694
 Savannah,31401,19609,37705.07,0.1945,28727.52,0.4588,0.5412,18838,0.6199,10476,0.7352,0.402,0.6465,0.451
 Savannah,31404,33622,39289.6,0.1466,21295.7,0.4311,0.5689,35518,0.6886,13334,0.8951,0.5987,0.5158,0.2202
 Savannah,31405,38322,51041.09,0.2645,31346.43,0.4711,0.5289,39848,0.6642,15859,0.8833,0.6002,0.385,0.3378
 Savannah,31406,35451,55495.02,0.2533,32987.08,0.4823,0.5177,35462,0.6849,14839,0.907,0.6233,0.3578,0.3239
 Port Wentworth,31407,15312,85777.93,0.3457,41417.6,0.5487,0.4512,18850,0.7556,6265,0.9141,0.7287,0.2541,0.3768
 Savannah,31408,10358,49108.78,0.1536,20126.24,0.6564,0.3435,10011,0.5885,3111,0.9357,0.5531,0.4951,0.1081
 Savannah,31409,940,,0,20400.84,0.8362,0.1638,1238,0.9656,43,1,1,0.8312,0.1859
 Savannah,31410,25322,83202.16,0.4044,44241.03,0.4873,0.5127,26734,0.6665,11298,0.8888,0.6581,0.206,0.4632
 Savannah,31411,9598,90802.32,0.4448,74782.69,0.4683,0.5317,10997,0.3376,4767,0.9797,0.6837,0.0961,0.6424
 Savannah,31415,12555,28461.87,0.1062,19436.42,0.4888,0.5111,12845,0.6591,5685,0.7588,0.5955,0.5486,0.1346
 Savannah,31419,58556,57357.46,0.2343,30755.97,0.4633,0.5367,58711,0.6569,25362,0.8831,0.6403,0.3571,0.3338
 Waycross,31501,15276,34297.35,0.1019,20098.61,0.4932,0.5067,15417,0.4692,7465,0.8588,0.5356,0.4034,0.1514
 Waycross,31503,20464,43564.65,0.1677,21970.61,0.48,0.52,20382,0.5241,9395,0.8053,0.6724,0.2798,0.1566
 Alma,31510,9550,37184.4,0.185,20828.28,0.5034,0.4965,8921,0.465,4206,0.797,0.7142,0.2655,0.0934
 Ambrose,31512,1689,44134.6,0.1644,29171.86,0.5636,0.4364,942,0.565,1080,0.6704,0.8536,0.1409,0.0516
 Baxley,31513,16035,39176.84,0.1439,21171.75,0.5164,0.4835,15691,0.5198,7569,0.7555,0.7538,0.2814,0.0581
 Blackshear,31516,14724,40371.4,0.1233,22053.4,0.4959,0.504,14805,0.5124,6206,0.8667,0.7682,0.2641,0.1029
 Bristol,31518,1106,32132,0.1846,22157.4,0.4602,0.5389,1491,0.6675,458,0.8515,0.7026,0.3802,0.2654
 Broxton,31519,3564,39896.94,0.1194,19295.68,0.4717,0.5281,3817,0.5498,1600,0.8744,0.7234,0.3051,0.1401
 Brunswick,31520,23601,31062.9,0.1308,22048.54,0.4518,0.5481,24624,0.5621,11099,0.8501,0.6135,0.3561,0.1717
 Saint Simons Island,31522,17275,92697.74,0.5162,63518.16,0.4662,0.5338,18643,0.5528,13026,0.5946,0.6581,0.1356,0.5988
 Brunswick,31523,13449,56927.8,0.3312,38017.82,0.5423,0.4577,12977,0.6957,5927,0.947,0.6661,0.1993,0.2552
 Brunswick,31524,0,,0,,0,0,0,0,0,0,0,0,0
 Brunswick,31525,30971,51798.36,0.2293,24890.85,0.4516,0.5483,32771,0.62,12746,0.9343,0.6275,0.3603,0.2482
 Jekyll Island,31527,853,73780.04,0.1733,47232.81,0.4853,0.5147,1094,0.2251,828,0.5435,0.7489,0.0868,0.3596
 Denton,31532,382,42538.81,0.1694,25876.07,0.4607,0.5366,0,0.1385,218,0.8395,0.5956,0.2687,0.1081
 Douglas,31533,17475,40506.84,0.1182,20059.22,0.4597,0.5403,18661,0.588,7332,0.8542,0.6415,0.3214,0.1564
 Douglas,31535,10692,41991.12,0.172,22848.74,0.4752,0.5247,9173,0.6059,4956,0.8105,0.6853,0.25,0.1679
 Folkston,31537,10772,39675.06,0.1778,17991.3,0.6086,0.3913,10598,0.3783,3644,0.8224,0.7351,0.3754,0.057
 Hazlehurst,31539,14958,37136.64,0.0864,17554.73,0.4933,0.5067,15485,0.4976,6457,0.7883,0.7305,0.2858,0.1088
 Hoboken,31542,2850,41387.66,0.295,21897.08,0.6186,0.3811,2755,0.5158,1118,0.7549,0.814,0.152,0.1704
 Hortense,31543,4040,39507.4,0.2053,20966.99,0.4683,0.5314,3619,0.4539,2113,0.7885,0.623,0.3842,0.0544
 Jacksonville,31544,892,39083.5,0.066,23090.09,0.4978,0.5011,1129,0.5259,545,0.7229,0.7411,0.4094,0.0498
 Jesup,31545,16117,45263.49,0.1614,22325.79,0.4881,0.5118,16281,0.5474,6877,0.8469,0.6425,0.2745,0.133
 Jesup,31546,8313,47084.63,0.1879,19947.94,0.5384,0.4616,8454,0.3796,3049,0.8921,0.7088,0.2844,0.1085
 Kings Bay,31547,1478,96966.61,0.4125,20198.23,0.8424,0.157,1678,0.9664,145,0.5517,0.9875,0.8976,0.35
 Kingsland,31548,21715,50850.04,0.2897,32308.44,0.4973,0.5026,22556,0.6865,8419,0.9189,0.76,0.326,0.2499
 Lumber City,31549,2144,27889.99,0.1014,20602.51,0.5075,0.4916,2051,0.3192,1178,0.5441,0.5647,0.3237,0.1286
 Manor,31550,897,27479.31,0.3055,24863.31,0.6611,0.3378,1093,0.3711,407,0.7641,0.9164,0.3255,0.2322
 Mershon,31551,890,36958.4,0.2394,20551.65,0.6258,0.3719,708,0.4612,403,0.7047,0.9014,0.2649,0.1991
 Millwood,31552,1087,35664.13,0.132,15853.4,0.6099,0.3891,1235,0.4458,397,0.8967,0.4691,0.4056,0.0829
 Nahunta,31553,4574,32001.4,0.1014,21521.56,0.439,0.5608,4451,0.495,2237,0.8109,0.6092,0.3047,0.0588
 Nicholls,31554,8453,49926.83,0.1093,14151.85,0.6711,0.3288,8503,0.3307,2410,0.771,0.7804,0.4354,0.0702
 Odum,31555,2404,45485.94,0.1343,23393.3,0.4405,0.5595,1956,0.4377,1154,0.9289,0.7295,0.1075,0.1828
 Offerman,31556,108,23977.54,0.0256,13969.4,0.2778,0.713,153,0.3626,51,0.7647,0.8718,0.4725,0.0484
 Patterson,31557,3574,52131.56,0.1504,23796.4,0.5423,0.4575,4248,0.6301,1582,0.8824,0.7235,0.2648,0.1109
 Saint Marys,31558,21733,61256.32,0.2511,29537.07,0.5138,0.4862,22280,0.6115,9573,0.8915,0.7007,0.2519,0.274
 Screven,31560,2452,54481.94,0.1251,24206.36,0.4935,0.5061,2227,0.5626,1286,0.7768,0.7177,0.2376,0.084
 Sea Island,31561,0,,0,55354.48,0,0,0,0,317,0,0,0,0
 Saint George,31562,2470,50682.68,0.2481,23822.2,0.598,0.4016,2548,0.4993,1030,0.767,0.7253,0.321,0.2248
 Surrency,31563,1257,43830.47,0.2189,21548.27,0.5465,0.4527,1144,0.5282,612,0.7614,0.7446,0.3075,0.1406
 Waverly,31565,2167,62636.44,0.2438,32171.44,0.4928,0.5067,2490,0.6273,1002,0.9621,0.7956,0.1713,0.1891
 Waynesville,31566,5031,38258.8,0.0758,15654.55,0.5408,0.4592,5693,0.4019,1884,0.8408,0.6585,0.2503,0.0751
 West Green,31567,896,40181.25,0.0285,19193.38,0.5915,0.4063,1102,0.2503,316,1,0.8987,0.2526,0.0247
 White Oak,31568,571,53227,0.1678,30444.27,0.5166,0.4816,350,0.4713,617,0.4635,0.7517,0.1093,0.1061
 Woodbine,31569,6085,67544.46,0.266,28775,0.5035,0.4963,6537,0.6052,2531,0.8408,0.7514,0.2163,0.2671
 Valdosta,31601,28910,25151.82,0.0864,16745.17,0.4893,0.5107,23691,0.4802,13904,0.8238,0.5378,0.4589,0.1537
 Valdosta,31602,37445,42057.37,0.2036,26041.49,0.5069,0.4931,39665,0.5887,15690,0.8532,0.5742,0.4747,0.3292
 Valdosta,31605,24002,59421.39,0.2313,28760.7,0.4438,0.5562,26425,0.6375,10038,0.8426,0.7332,0.2527,0.3086
 Valdosta,31606,3403,45095.68,0.1062,19827.14,0.5178,0.4819,2765,0.5673,1258,0.9658,0.7169,0.3183,0.132
 Adel,31620,11281,48057.22,0.1574,20884.8,0.4846,0.5153,12196,0.5771,4847,0.8164,0.6422,0.3169,0.1756
 Alapaha,31622,1713,34697.01,0.0953,21261.9,0.3952,0.6042,1275,0.5024,1003,0.8574,0.5709,0.2961,0.1089
 Argyle,31623,117,27913.58,0,13221.19,0.4017,0.5897,145,0.2791,76,0.5921,0.8444,0,0.0333
 Axson,31624,1527,37789.3,0.1742,20502.77,0.4971,0.5029,1760,0.4307,582,0.9072,0.7784,0.2215,0.1449
 Barney,31625,707,39343.08,0.259,25255.63,0.5446,0.454,0,0.5301,359,0.7744,1,0.0317,0.3719
 Boston,31626,3408,41147.1,0.2553,31130.87,0.4865,0.5132,3625,0.6262,1947,0.8069,0.6295,0.2085,0.1632
 Cecil,31627,236,36279.37,0.0894,18952.56,0.5042,0.4958,211,0.2922,148,0.8311,0.5041,0.2407,0.1171
 Dixie,31629,1072,49087.22,0.2924,33812.59,0.4431,0.5569,1544,0.5458,339,0.8879,0.99,0.4521,0.2443
 Du Pont,31630,507,17418.89,0.0289,10559.81,0.503,0.4951,496,0.4643,187,0.9251,0.4682,0.5489,0.0417
 Fargo,31631,343,47536.73,0.1351,22392.52,0.3936,0.6064,176,0.3462,196,0.7551,0.5676,0.0523,0.0433
 Hahira,31632,14703,72842.11,0.3483,28301.77,0.5038,0.4961,17638,0.6278,5222,0.9571,0.7339,0.2778,0.3267
 Homerville,31634,5658,28154.29,0.0936,15789.89,0.5138,0.486,5600,0.4494,2516,0.8068,0.6773,0.3195,0.0913
 Lakeland,31635,6967,32079.92,0.1872,18304.86,0.4956,0.5044,7660,0.4641,2923,0.8532,0.6203,0.3529,0.1801
 Lake Park,31636,11155,42513.98,0.1548,24320.77,0.4427,0.5571,12067,0.5413,4847,0.8915,0.7126,0.23,0.1941
 Lenox,31637,2691,37966.81,0.1637,23135.61,0.4418,0.5574,2212,0.547,1195,0.8795,0.6841,0.1922,0.1078
 Morven,31638,1133,19742.66,0.0577,16703,0.4281,0.5711,1200,0.3307,677,0.7164,0.7814,0.2134,0.0441
 Nashville,31639,10213,44234.33,0.0859,19736.26,0.4958,0.5041,10409,0.5138,4743,0.8739,0.6828,0.2107,0.1146
 Naylor,31641,1979,49710.72,0.2122,27264.13,0.4618,0.5376,2082,0.7209,786,0.9173,0.6865,0.2268,0.1876
 Pearson,31642,4785,40565.96,0.0824,20235.2,0.5235,0.4763,4746,0.6041,1930,0.8109,0.7387,0.402,0.0961
 Quitman,31643,8445,36393.55,0.1574,25845.72,0.4783,0.5216,8105,0.5116,4480,0.7547,0.6102,0.3407,0.1861
 Ray City,31645,4572,38268.13,0.1586,19129.55,0.4792,0.5206,3507,0.5808,2408,0.7334,0.6886,0.2063,0.1587
 Sparks,31647,3788,30084.2,0.0694,15249.4,0.4913,0.5084,3807,0.5311,1520,0.8908,0.7201,0.2606,0.085
 Statenville,31648,645,37105.97,0.2465,45125.63,0.2822,0.7163,199,0.6158,450,0.8022,0.5429,0.1525,0.1429
 Stockton,31649,1048,41389.4,0.1393,26783.09,0.4523,0.5468,966,0.439,514,0.9494,0.6557,0.1656,0.1879
 Willacoochee,31650,4066,45176.44,0.243,27618.73,0.5049,0.4948,4689,0.5652,1602,0.8527,0.7884,0.2951,0.1825
 Valdosta,31698,640,,0,2117.85,0.5203,0.4781,469,0.3109,0,0,0,0.9859,0
 Moody Afb,31699,804,,0,23481.8,0.9303,0.0697,1044,0.8831,0,0,0,0.9465,0.17
